Date,Price_INR,Change%_INR,Date_CNY,Price_CNY,Change%_CNY,Date_AUD,Price_AUD,Change%_AUD,Date_EUR,Price_EUR,Change%_EUR
6/28/02,48.86,0.10%,6/28/02,8.2771,0.00%,7/16/02,1.7945,0.52%,5/29/03,0.8403,-1.12%
6/27/02,48.81,-0.02%,6/27/02,8.2771,0.00%,7/15/02,1.7852,-0.07%,5/28/03,0.8498,0.40%
6/26/02,48.82,-0.12%,6/26/02,8.2772,0.00%,7/12/02,1.7865,-0.52%,5/27/03,0.8464,0.51%
6/25/02,48.88,0.04%,6/25/02,8.2771,0.00%,7/11/02,1.7958,1.45%,5/26/03,0.8421,-0.32%
6/24/02,48.86,-0.08%,6/24/02,8.277,0.00%,7/10/02,1.7701,0.43%,5/23/03,0.8448,-1.18%
6/21/02,48.9,0.02%,6/21/02,8.2771,0.00%,7/9/02,1.7626,-0.44%,5/22/03,0.8549,-0.55%
6/20/02,48.89,0.00%,6/20/02,8.2772,0.00%,7/8/02,1.7704,-1.25%,5/21/03,0.8596,0.69%
6/19/02,48.89,-0.10%,6/19/02,8.2774,0.00%,7/5/02,1.7929,-0.29%,5/20/03,0.8537,-0.50%
6/18/02,48.94,-0.06%,6/18/02,8.2775,0.00%,7/4/02,1.7981,0.67%,5/19/03,0.858,-0.54%
6/17/02,48.97,-0.02%,6/17/02,8.2773,0.00%,7/3/02,1.7862,0.73%,5/16/03,0.8627,-1.80%
6/14/02,48.98,-0.02%,6/14/02,8.277,0.00%,7/2/02,1.7732,-0.23%,5/15/03,0.8785,0.90%
6/13/02,48.99,0.08%,6/13/02,8.2769,0.00%,7/1/02,1.7773,0.16%,5/14/03,0.8707,0.32%
6/12/02,48.95,0.00%,6/12/02,8.2769,0.00%,6/28/02,1.7745,0.12%,5/13/03,0.8679,0.40%
6/11/02,48.95,-0.04%,6/11/02,8.2768,0.00%,6/27/02,1.7723,-0.81%,5/12/03,0.8644,-0.70%
6/10/02,48.97,-0.06%,6/10/02,8.277,0.00%,6/26/02,1.7868,2.30%,5/9/03,0.8705,-0.02%
6/7/02,49,0.04%,6/7/02,8.277,0.00%,6/25/02,1.7466,-0.40%,5/8/03,0.8707,-1.11%
6/6/02,48.98,-0.04%,6/6/02,8.277,0.00%,6/24/02,1.7536,0.72%,5/7/03,0.8805,0.71%
6/5/02,49,-0.04%,6/5/02,8.2769,0.00%,6/21/02,1.7411,-0.37%,5/6/03,0.8743,-1.28%
6/4/02,49.02,0.00%,6/4/02,8.2768,0.00%,6/20/02,1.7475,-1.19%,5/5/03,0.8856,-0.56%
6/3/02,49.02,0.02%,6/3/02,8.2767,0.00%,6/19/02,1.7685,0.14%,5/2/03,0.8906,0.02%
5/31/02,49.01,0.06%,5/31/02,8.2765,0.00%,6/18/02,1.766,-1.41%,5/1/03,0.8904,-0.39%
5/30/02,48.98,0.04%,5/30/02,8.2765,0.00%,6/17/02,1.7913,0.38%,4/30/03,0.8939,-0.96%
5/29/02,48.96,-0.02%,5/29/02,8.2765,0.00%,6/14/02,1.7846,1.16%,4/29/03,0.9026,-0.86%
5/28/02,48.97,0.04%,5/28/02,8.2766,0.00%,6/13/02,1.7641,0.56%,4/28/03,0.9104,0.46%
5/27/02,48.95,-0.04%,5/27/02,8.2769,0.00%,6/12/02,1.7542,0.01%,4/25/03,0.9062,-0.03%
5/24/02,48.97,-0.10%,5/24/02,8.2771,0.00%,6/11/02,1.754,0.00%,4/24/03,0.9065,-0.62%
5/23/02,49.02,0.12%,5/23/02,8.277,0.00%,6/10/02,1.754,0.23%,4/23/03,0.9122,0.10%
5/22/02,48.96,0.00%,5/22/02,8.277,0.00%,6/7/02,1.75,0.77%,4/22/03,0.9113,-0.92%
5/21/02,48.96,-0.10%,5/21/02,8.2769,0.00%,6/6/02,1.7366,-0.43%,4/21/03,0.9198,0.01%
5/20/02,49.01,0.04%,5/20/02,8.2769,0.00%,6/5/02,1.7441,-0.13%,4/18/03,0.9197,0.00%
5/17/02,48.99,-0.02%,5/17/02,8.2768,0.00%,6/4/02,1.7463,-0.22%,4/17/03,0.9197,0.36%
5/16/02,49,0.02%,5/16/02,8.2768,0.00%,6/3/02,1.7502,-0.70%,4/16/03,0.9164,-1.06%
5/15/02,48.99,0.04%,5/15/02,8.2769,0.00%,5/31/02,1.7626,-0.72%,4/15/03,0.9262,-0.23%
5/14/02,48.97,-0.02%,5/14/02,8.277,0.00%,5/30/02,1.7754,-0.07%,4/14/03,0.9283,-0.23%
5/13/02,48.98,0.02%,5/13/02,8.2769,0.00%,5/29/02,1.7767,-0.23%,4/11/03,0.9304,0.38%
5/10/02,48.97,0.06%,5/10/02,8.2771,0.00%,5/28/02,1.7808,-0.73%,4/10/03,0.9269,-0.14%
5/9/02,48.94,0.04%,5/9/02,8.2772,0.00%,5/27/02,1.7939,-0.12%,4/9/03,0.9282,-0.57%
5/8/02,48.92,-0.04%,5/8/02,8.2775,0.00%,5/24/02,1.7961,-0.13%,4/8/03,0.9335,-0.17%
5/7/02,48.94,0.04%,5/7/02,8.2774,0.00%,5/23/02,1.7984,0.50%,4/7/03,0.9351,0.34%
5/6/02,48.92,-0.06%,5/6/02,8.2774,0.00%,5/22/02,1.7894,-0.40%,4/4/03,0.9319,0.25%
5/3/02,48.95,0.04%,5/3/02,8.2773,0.00%,5/21/02,1.7965,-0.16%,4/3/03,0.9296,0.09%
5/2/02,48.93,0.00%,5/2/02,8.2773,0.00%,5/20/02,1.7994,-0.54%,4/2/03,0.9288,1.34%
5/1/02,48.93,0.00%,5/1/02,8.2773,0.00%,5/17/02,1.8092,-0.74%,4/1/03,0.9165,0.14%
4/30/02,48.93,-0.06%,4/30/02,8.2773,0.00%,5/16/02,1.8226,0.07%,3/31/03,0.9152,-1.32%
4/29/02,48.96,0.04%,4/29/02,8.277,0.00%,5/15/02,1.8214,-0.16%,3/28/03,0.9274,-0.83%
4/26/02,48.94,-0.02%,4/26/02,8.2773,0.00%,5/14/02,1.8243,-0.15%,3/27/03,0.9352,-0.05%
4/25/02,48.95,0.00%,4/25/02,8.2774,0.00%,5/13/02,1.827,-0.53%,3/26/03,0.9357,-0.34%
4/24/02,48.95,-0.02%,4/24/02,8.2774,0.00%,5/10/02,1.8367,-0.09%,3/25/03,0.9389,-0.12%
4/23/02,48.96,0.12%,4/23/02,8.2773,0.00%,5/9/02,1.8384,-0.81%,3/24/03,0.94,-0.99%
4/22/02,48.9,0.06%,4/22/02,8.2772,0.00%,5/8/02,1.8534,-0.05%,3/21/03,0.9494,0.85%
4/19/02,48.87,-0.02%,4/19/02,8.2775,0.00%,5/7/02,1.8544,0.16%,3/20/03,0.9414,-0.62%
4/18/02,48.88,-0.06%,4/18/02,8.2772,0.00%,5/6/02,1.8514,-0.07%,3/19/03,0.9473,0.76%
4/17/02,48.91,0.00%,4/17/02,8.2772,0.00%,5/3/02,1.8527,-0.65%,3/18/03,0.9402,-0.07%
4/16/02,48.91,0.00%,4/16/02,8.2772,0.00%,5/2/02,1.8649,0.73%,3/17/03,0.9409,1.10%
4/15/02,48.91,0.04%,4/15/02,8.2771,0.00%,5/1/02,1.8514,-0.30%,3/14/03,0.9307,0.52%
4/12/02,48.89,0.02%,4/12/02,8.2772,0.00%,4/30/02,1.8569,0.13%,3/13/03,0.9259,1.94%
4/11/02,48.88,0.04%,4/11/02,8.2772,0.00%,4/29/02,1.8544,0.87%,3/12/03,0.9083,0.31%
4/10/02,48.86,-0.02%,4/10/02,8.2771,0.00%,4/26/02,1.8384,-0.09%,3/11/03,0.9055,0.13%
4/9/02,48.87,0.02%,4/9/02,8.2769,0.00%,4/25/02,1.84,0.03%,3/10/03,0.9043,-0.44%
4/8/02,48.86,0.10%,4/8/02,8.277,0.00%,4/24/02,1.8395,-0.94%,3/7/03,0.9083,-0.35%
4/5/02,48.81,-0.12%,4/5/02,8.277,0.00%,4/23/02,1.8569,0.45%,3/6/03,0.9115,-0.11%
4/4/02,48.87,0.02%,4/4/02,8.2771,0.00%,4/22/02,1.8486,-0.09%,3/5/03,0.9125,-0.62%
4/3/02,48.86,0.12%,4/3/02,8.2773,0.00%,4/19/02,1.8503,-0.33%,3/4/03,0.9182,0.09%
4/2/02,48.8,0.04%,4/2/02,8.2772,0.00%,4/18/02,1.8565,-0.08%,3/3/03,0.9174,-0.95%
4/1/02,48.78,0.00%,4/1/02,8.2774,0.00%,4/17/02,1.8579,-0.89%,2/28/03,0.9262,-0.44%
3/29/02,48.78,0.00%,3/29/02,8.2774,0.00%,4/16/02,1.8746,-0.36%,2/27/03,0.9303,0.33%
3/28/02,48.78,0.00%,3/28/02,8.2774,0.00%,4/15/02,1.8813,0.52%,2/26/03,0.9272,-0.26%
3/27/02,48.78,0.10%,3/27/02,8.2772,0.00%,4/12/02,1.8715,0.06%,2/25/03,0.9296,0.37%
3/26/02,48.73,-0.04%,3/26/02,8.2771,0.00%,4/11/02,1.8704,-0.63%,2/24/03,0.9262,-0.28%
3/25/02,48.75,0.00%,3/25/02,8.2769,0.00%,4/10/02,1.8823,-0.55%,2/21/03,0.9288,0.48%
3/22/02,48.75,0.04%,3/22/02,8.277,0.00%,4/9/02,1.8927,0.02%,2/20/03,0.9244,-0.68%
3/21/02,48.73,0.04%,3/21/02,8.2772,0.00%,4/8/02,1.8923,0.34%,2/19/03,0.9307,-0.56%
3/20/02,48.71,0.00%,3/20/02,8.2774,0.00%,4/5/02,1.8859,0.10%,2/18/03,0.9359,0.45%
3/19/02,48.71,0.04%,3/19/02,8.2775,0.00%,4/4/02,1.8841,0.28%,2/17/03,0.9317,0.55%
3/18/02,48.69,0.02%,3/18/02,8.2773,0.00%,4/3/02,1.8788,0.47%,2/14/03,0.9266,0.30%
3/15/02,48.68,-0.02%,3/15/02,8.2775,0.00%,4/2/02,1.87,-0.13%,2/13/03,0.9238,-0.93%
3/14/02,48.69,0.00%,3/14/02,8.2774,0.00%,4/1/02,1.8725,-0.09%,2/12/03,0.9325,0.11%
3/13/02,48.69,-0.04%,3/13/02,8.2771,0.00%,3/29/02,1.8742,0.09%,2/11/03,0.9315,0.02%
3/12/02,48.71,0.00%,3/12/02,8.2767,0.00%,3/28/02,1.8725,-1.18%,2/10/03,0.9313,0.80%
3/11/02,48.71,0.00%,3/11/02,8.2769,0.00%,3/27/02,1.8948,-0.09%,2/7/03,0.9239,-0.02%
3/8/02,48.71,0.00%,3/8/02,8.2771,0.00%,3/26/02,1.8966,0.55%,2/6/03,0.9241,-0.33%
3/7/02,48.71,0.10%,3/7/02,8.2771,0.01%,3/25/02,1.8862,0.11%,2/5/03,0.9272,0.91%
3/6/02,48.66,-0.02%,3/6/02,8.2766,0.00%,3/22/02,1.8841,-0.08%,2/4/03,0.9188,-0.95%
3/5/02,48.67,0.00%,3/5/02,8.2765,0.00%,3/21/02,1.8856,-0.02%,2/3/03,0.9276,-0.09%
3/4/02,48.67,-0.08%,3/4/02,8.2767,0.00%,3/20/02,1.8859,-1.30%,1/31/03,0.9284,0.45%
3/1/02,48.71,0.00%,3/1/02,8.2766,0.00%,3/19/02,1.9108,0.38%,1/30/03,0.9242,0.13%
2/28/02,48.71,0.00%,2/28/02,8.2765,0.00%,3/18/02,1.9035,0.04%,1/29/03,0.923,-0.12%
2/27/02,48.71,0.02%,2/27/02,8.2766,0.00%,3/15/02,1.9028,-0.30%,1/28/03,0.9241,0.30%
2/26/02,48.7,-0.14%,2/26/02,8.2767,0.00%,3/14/02,1.9086,-0.78%,1/27/03,0.9213,-0.26%
2/25/02,48.77,0.06%,2/25/02,8.2765,0.00%,3/13/02,1.9237,0.14%,1/24/03,0.9237,-0.65%
2/22/02,48.74,0.21%,2/22/02,8.2765,0.00%,3/12/02,1.921,0.25%,1/23/03,0.9297,-0.27%
2/21/02,48.64,0.10%,2/21/02,8.2766,0.00%,3/11/02,1.9163,0.27%,1/22/03,0.9322,-0.03%
2/20/02,48.59,-0.06%,2/20/02,8.2768,0.00%,3/8/02,1.9111,0.36%,1/21/03,0.9325,-0.41%
2/19/02,48.62,0.04%,2/19/02,8.277,0.00%,3/7/02,1.9042,-0.48%,1/20/03,0.9363,-0.11%
2/18/02,48.6,-0.12%,2/18/02,8.2768,0.00%,3/6/02,1.9133,-0.40%,1/17/03,0.9373,-0.49%
2/15/02,48.66,0.00%,2/15/02,8.2768,0.00%,3/5/02,1.921,-0.06%,1/16/03,0.9419,-0.62%
2/14/02,48.66,0.02%,2/14/02,8.2768,0.00%,3/4/02,1.9222,-0.09%,1/15/03,0.9478,0.01%
2/13/02,48.65,0.02%,2/13/02,8.2768,0.00%,3/1/02,1.924,-0.52%,1/14/03,0.9477,-0.14%
2/12/02,48.64,-0.12%,2/12/02,8.2768,0.00%,2/28/02,1.9341,-0.31%,1/13/03,0.949,0.36%
2/11/02,48.7,0.10%,2/11/02,8.2768,0.00%,2/27/02,1.9401,-0.33%,1/10/03,0.9456,-0.84%
2/8/02,48.65,-0.04%,2/8/02,8.2767,0.00%,2/26/02,1.9465,0.00%,1/9/03,0.9536,0.09%
2/7/02,48.67,0.02%,2/7/02,8.2766,0.00%,2/25/02,1.9465,-0.25%,1/8/03,0.9527,-0.76%
2/6/02,48.66,0.04%,2/6/02,8.2767,0.00%,2/22/02,1.9514,0.72%,1/7/03,0.96,0.51%
2/5/02,48.64,0.10%,2/5/02,8.2765,0.00%,2/21/02,1.9375,0.37%,1/6/03,0.9551,-0.46%
2/4/02,48.59,0.19%,2/4/02,8.2766,0.00%,2/20/02,1.9303,0.18%,1/3/03,0.9595,-0.58%
2/1/02,48.5,-0.02%,2/1/02,8.2766,0.00%,2/19/02,1.9269,-0.12%,1/2/03,0.9651,1.33%
1/31/02,48.51,0.06%,1/31/02,8.2765,0.00%,2/18/02,1.9292,-0.17%,12/31/02,0.9524,-0.13%
1/30/02,48.48,0.21%,1/30/02,8.2765,0.00%,2/15/02,1.9324,-0.03%,12/30/02,0.9536,-0.47%
1/29/02,48.38,0.12%,1/29/02,8.2766,0.00%,2/14/02,1.9329,-1.45%,12/27/02,0.9581,-0.58%
1/28/02,48.32,-0.02%,1/28/02,8.2767,0.00%,2/13/02,1.9613,-0.14%,12/26/02,0.9637,-0.52%
1/25/02,48.33,-0.12%,1/25/02,8.2765,0.00%,2/12/02,1.9641,0.69%,12/25/02,0.9687,-0.23%
1/24/02,48.39,0.14%,1/24/02,8.2767,0.00%,2/11/02,1.9506,-0.43%,12/24/02,0.9709,-0.34%
1/23/02,48.32,0.00%,1/23/02,8.2765,0.00%,2/8/02,1.959,-0.23%,12/23/02,0.9742,0.04%
1/22/02,48.32,0.04%,1/22/02,8.2767,0.00%,2/7/02,1.9636,-0.10%,12/20/02,0.9738,0.04%
1/21/02,48.3,0.17%,1/21/02,8.2768,0.00%,2/6/02,1.9656,0.15%,12/19/02,0.9734,-0.05%
1/18/02,48.22,-0.10%,1/18/02,8.2767,0.00%,2/5/02,1.9627,0.20%,12/18/02,0.9739,0.19%
1/17/02,48.27,0.04%,1/17/02,8.2768,0.00%,2/4/02,1.9587,-0.25%,12/17/02,0.9721,-0.64%
1/16/02,48.25,-0.02%,1/16/02,8.2767,0.00%,2/1/02,1.9636,-0.24%,12/16/02,0.9784,0.14%
1/15/02,48.26,-0.10%,1/15/02,8.2768,0.00%,1/31/02,1.9683,-0.27%,12/13/02,0.977,-0.48%
1/14/02,48.31,-0.17%,1/14/02,8.2767,0.00%,1/30/02,1.9737,0.59%,12/12/02,0.9817,-1.02%
1/11/02,48.39,0.06%,1/11/02,8.2768,0.00%,1/29/02,1.9622,1.22%,12/11/02,0.9918,0.03%
1/10/02,48.36,0.19%,1/10/02,8.2766,0.00%,1/28/02,1.9385,0.10%,12/10/02,0.9915,0.21%
1/9/02,48.27,0.04%,1/9/02,8.2767,0.00%,1/25/02,1.9366,0.65%,12/9/02,0.9894,-0.07%
1/8/02,48.25,0.06%,1/8/02,8.2766,0.00%,1/24/02,1.924,-0.29%,12/6/02,0.9901,-0.91%
1/7/02,48.22,-0.02%,1/7/02,8.2767,0.00%,1/23/02,1.9296,0.23%,12/5/02,0.9992,-0.02%
1/4/02,48.23,0.00%,1/4/02,8.2768,0.00%,1/22/02,1.9251,-0.31%,12/4/02,0.9994,-0.43%
1/3/02,48.23,0.02%,1/3/02,8.2766,0.00%,1/21/02,1.931,-0.65%,12/3/02,1.0037,0.08%
1/2/02,48.22,0.00%,1/2/02,8.2766,0.00%,1/18/02,1.9436,0.03%,12/2/02,1.0029,-0.24%
12/31/01,48.22,-0.04%,12/31/01,8.2766,0.00%,1/17/02,1.943,0.13%,11/29/02,1.0053,-0.03%
12/28/01,48.24,0.17%,12/28/01,8.2768,0.00%,1/16/02,1.9405,0.49%,11/28/02,1.0056,-0.41%
12/27/01,48.16,0.54%,12/27/01,8.2767,0.00%,1/15/02,1.931,0.13%,11/27/02,1.0097,0.32%
12/26/01,47.9,-0.06%,12/26/01,8.2766,0.00%,1/14/02,1.9284,0.40%,11/26/02,1.0065,-0.19%
12/25/01,47.93,0.06%,12/25/01,8.2767,0.00%,1/11/02,1.9207,0.39%,11/25/02,1.0084,0.55%
12/24/01,47.9,0.21%,12/24/01,8.2766,0.00%,1/10/02,1.9133,0.40%,11/22/02,1.0029,0.48%
12/21/01,47.8,0.04%,12/21/01,8.2767,0.00%,1/9/02,1.9057,-0.15%,11/21/02,0.9981,-0.08%
12/20/01,47.78,0.06%,12/20/01,8.2766,0.00%,1/8/02,1.9086,-1.18%,11/20/02,0.9989,0.27%
12/19/01,47.75,-0.13%,12/19/01,8.2767,0.00%,1/7/02,1.9314,0.48%,11/19/02,0.9962,0.48%
12/18/01,47.81,0.00%,12/18/01,8.2768,0.00%,1/4/02,1.9222,-1.09%,11/18/02,0.9914,0.08%
12/17/01,47.81,0.00%,12/17/01,8.2769,0.00%,1/3/02,1.9434,0.10%,11/15/02,0.9906,-0.50%
12/14/01,47.81,0.04%,12/14/01,8.2768,0.00%,1/2/02,1.9415,-0.82%,11/14/02,0.9956,0.36%
12/13/01,47.79,0.00%,12/13/01,8.2767,0.00%,12/31/01,1.9575,0.17%,11/13/02,0.992,0.44%
12/12/01,47.79,-0.02%,12/12/01,8.2768,0.00%,12/28/01,1.9541,-0.84%,11/12/02,0.9877,-0.17%
12/11/01,47.8,-0.02%,12/11/01,8.2768,0.00%,12/27/01,1.9707,-0.02%,11/11/02,0.9894,0.22%
12/10/01,47.81,0.00%,12/10/01,8.277,0.00%,12/26/01,1.971,0.14%,11/8/02,0.9872,-0.35%
12/7/01,47.81,-0.08%,12/7/01,8.2772,0.00%,12/25/01,1.9683,0.19%,11/7/02,0.9907,-0.65%
12/6/01,47.85,-0.08%,12/6/01,8.2773,0.00%,12/24/01,1.9645,-0.25%,11/6/02,0.9972,-0.30%
12/5/01,47.89,-0.15%,12/5/01,8.2772,0.00%,12/21/01,1.9694,-0.48%,11/5/02,1.0002,-0.21%
12/4/01,47.96,0.17%,12/4/01,8.2771,0.00%,12/20/01,1.9788,1.14%,11/4/02,1.0023,-0.07%
12/3/01,47.88,-0.10%,12/3/01,8.277,0.00%,12/19/01,1.9564,0.82%,11/1/02,1.003,-0.65%
11/30/01,47.93,-0.06%,11/30/01,8.2772,0.00%,12/18/01,1.9405,0.37%,10/31/02,1.0096,-0.69%
11/29/01,47.96,-0.06%,11/29/01,8.2774,0.00%,12/17/01,1.9333,0.45%,10/30/02,1.0166,-0.04%
11/28/01,47.99,0.04%,11/28/01,8.2772,0.00%,12/14/01,1.9247,-0.13%,10/29/02,1.017,0.16%
11/27/01,47.97,-0.06%,11/27/01,8.277,0.00%,12/13/01,1.9273,0.19%,10/28/02,1.0154,-0.92%
11/26/01,48,-0.10%,11/26/01,8.277,0.00%,12/12/01,1.9237,-0.80%,10/25/02,1.0248,0.22%
11/23/01,48.05,0.05%,11/23/01,8.2769,0.00%,12/11/01,1.9393,-0.24%,10/24/02,1.0225,-0.25%
11/22/01,48.025,0.09%,11/22/01,8.2769,0.00%,12/10/01,1.9439,-0.07%,10/23/02,1.0251,0.27%
11/21/01,47.98,0.00%,11/21/01,8.2769,0.00%,12/7/01,1.9453,0.97%,10/22/02,1.0223,-0.48%
11/20/01,47.98,0.06%,11/20/01,8.2769,0.00%,12/6/01,1.9266,-0.18%,10/21/02,1.0272,-0.16%
11/19/01,47.95,-0.06%,11/19/01,8.277,0.00%,12/5/01,1.93,-0.67%,10/18/02,1.0288,-0.15%
11/16/01,47.98,0.00%,11/16/01,8.2771,0.00%,12/4/01,1.943,0.44%,10/17/02,1.0303,1.07%
11/15/01,47.98,-0.17%,11/15/01,8.277,0.00%,12/3/01,1.9345,0.95%,10/16/02,1.0194,0.09%
11/14/01,48.06,0.00%,11/14/01,8.2767,0.00%,11/30/01,1.9163,-0.76%,10/15/02,1.0185,0.56%
11/13/01,48.06,0.15%,11/13/01,8.2765,0.00%,11/29/01,1.931,0.71%,10/14/02,1.0128,0.02%
11/12/01,47.99,-0.02%,11/12/01,8.2765,0.00%,11/28/01,1.9173,0.17%,10/11/02,1.0126,-0.13%
11/9/01,48,-0.04%,11/9/01,8.2766,0.00%,11/27/01,1.9141,-0.66%,10/10/02,1.0139,0.34%
11/8/01,48.02,0.06%,11/8/01,8.2766,0.00%,11/26/01,1.9269,-0.22%,10/9/02,1.0105,-1.12%
11/7/01,47.99,0.00%,11/7/01,8.2766,0.00%,11/23/01,1.9312,-0.23%,10/8/02,1.0219,0.46%
11/6/01,47.99,0.04%,11/6/01,8.2767,0.00%,11/22/01,1.9356,-0.11%,10/7/02,1.0172,-0.38%
11/5/01,47.97,-0.04%,11/5/01,8.2768,0.00%,11/21/01,1.9378,0.75%,10/4/02,1.0211,0.93%
11/2/01,47.99,-0.02%,11/2/01,8.2769,0.00%,11/20/01,1.9234,0.47%,10/3/02,1.0117,-0.17%
11/1/01,48,0.02%,11/1/01,8.2769,0.00%,11/19/01,1.9144,0.02%,10/2/02,1.0134,-0.38%
10/31/01,47.99,0.02%,10/31/01,8.2768,0.00%,11/16/01,1.9141,-0.78%,10/1/02,1.0173,0.37%
10/30/01,47.98,0.02%,10/30/01,8.2768,0.00%,11/15/01,1.9292,0.36%,9/30/02,1.0135,-0.60%
10/29/01,47.97,0.00%,10/29/01,8.277,0.00%,11/14/01,1.9222,0.10%,9/27/02,1.0196,-0.37%
10/26/01,47.97,-0.08%,10/26/01,8.277,0.00%,11/13/01,1.9203,0.02%,9/26/02,1.0234,-0.08%
10/25/01,48.01,-0.04%,10/25/01,8.2769,0.00%,11/12/01,1.92,-1.27%,9/25/02,1.0242,0.56%
10/24/01,48.03,0.10%,10/24/01,8.2767,0.00%,11/9/01,1.9446,0.20%,9/24/02,1.0185,-0.39%
10/23/01,47.98,-0.04%,10/23/01,8.2768,0.00%,11/8/01,1.9408,0.02%,9/23/02,1.0225,0.45%
10/22/01,48,-0.06%,10/22/01,8.277,0.00%,11/7/01,1.9405,-0.31%,9/20/02,1.0179,0.47%
10/19/01,48.03,0.00%,10/19/01,8.2768,0.00%,11/6/01,1.9465,-0.95%,9/19/02,1.0131,-0.90%
10/18/01,48.03,0.06%,10/18/01,8.277,0.00%,11/5/01,1.9652,-0.08%,9/18/02,1.0223,-0.38%
10/17/01,48,0.00%,10/17/01,8.2769,0.00%,11/2/01,1.9667,0.02%,9/17/02,1.0262,-0.58%
10/16/01,48,-0.04%,10/16/01,8.2767,0.00%,11/1/01,1.9664,-1.04%,9/16/02,1.0322,0.25%
10/15/01,48.02,0.00%,10/15/01,8.2766,0.00%,10/31/01,1.9871,0.24%,9/13/02,1.0296,1.06%
10/12/01,48.02,-0.04%,10/12/01,8.2765,0.00%,10/30/01,1.9824,0.22%,9/12/02,1.0188,-0.53%
10/11/01,48.04,0.00%,10/11/01,8.2766,0.00%,10/29/01,1.9781,-0.57%,9/11/02,1.0242,-0.13%
10/10/01,48.04,-0.17%,10/10/01,8.2768,0.00%,10/26/01,1.9894,0.16%,9/10/02,1.0255,0.46%
10/9/01,48.12,-0.02%,10/9/01,8.2769,0.00%,10/25/01,1.9863,0.86%,9/9/02,1.0208,0.16%
10/8/01,48.13,0.27%,10/8/01,8.2767,0.00%,10/24/01,1.9694,0.00%,9/6/02,1.0192,1.01%
10/5/01,48,0.02%,10/5/01,8.2768,0.00%,10/23/01,1.9694,0.59%,9/5/02,1.009,0.08%
10/4/01,47.99,0.17%,10/4/01,8.2768,0.00%,10/22/01,1.9579,-0.32%,9/4/02,1.0082,0.55%
10/3/01,47.91,-0.15%,10/3/01,8.2768,0.00%,10/19/01,1.9641,-0.51%,9/3/02,1.0027,-1.29%
10/2/01,47.98,0.00%,10/2/01,8.2768,0.00%,10/18/01,1.9742,0.42%,9/2/02,1.0158,-0.25%
10/1/01,47.98,0.27%,10/1/01,8.2768,0.00%,10/17/01,1.966,0.49%,8/30/02,1.0183,0.25%
9/28/01,47.85,-0.02%,9/28/01,8.2768,0.00%,10/16/01,1.9564,1.04%,8/29/02,1.0158,-0.60%
9/27/01,47.86,0.00%,9/27/01,8.2769,0.00%,10/15/01,1.9363,-2.07%,8/28/02,1.0219,0.44%
9/26/01,47.86,0.00%,9/26/01,8.2769,0.00%,10/12/01,1.9772,-0.99%,8/27/02,1.0174,-1.13%
9/25/01,47.86,-0.10%,9/25/01,8.2772,0.00%,10/11/01,1.997,0.20%,8/26/02,1.029,0.08%
9/24/01,47.91,-0.25%,9/24/01,8.277,0.00%,10/10/01,1.993,-0.22%,8/23/02,1.0282,-0.34%
9/21/01,48.03,0.10%,9/21/01,8.2767,0.00%,10/9/01,1.9974,1.49%,8/22/02,1.0317,1.22%
9/20/01,47.98,-0.06%,9/20/01,8.2766,0.00%,10/8/01,1.968,-0.23%,8/21/02,1.0193,-0.28%
9/19/01,48.01,0.08%,9/19/01,8.2766,0.00%,10/5/01,1.9726,-1.66%,8/20/02,1.0222,-0.21%
9/18/01,47.97,0.26%,9/18/01,8.2768,0.00%,10/4/01,2.0058,-0.56%,8/19/02,1.0243,0.84%
9/17/01,47.845,0.09%,9/17/01,8.2767,0.00%,10/3/01,2.0171,-0.08%,8/16/02,1.0158,-0.27%
9/14/01,47.8,0.55%,9/14/01,8.2766,0.00%,10/2/01,2.0188,0.02%,8/15/02,1.0185,-0.27%
9/13/01,47.54,0.21%,9/13/01,8.2768,0.00%,10/1/01,2.0183,-0.85%,8/14/02,1.0213,0.54%
9/12/01,47.44,0.06%,9/12/01,8.2769,0.00%,9/28/01,2.0357,-0.69%,8/13/02,1.0158,-0.53%
9/11/01,47.41,0.17%,9/11/01,8.2769,0.00%,9/27/01,2.0499,0.70%,8/12/02,1.0212,-0.96%
9/10/01,47.33,0.23%,9/10/01,8.2767,0.00%,9/26/01,2.0357,0.35%,8/9/02,1.0311,-0.25%
9/7/01,47.22,0.11%,9/7/01,8.2767,0.00%,9/25/01,2.0286,-0.28%,8/8/02,1.0337,0.76%
9/6/01,47.17,0.04%,9/6/01,8.2768,0.00%,9/24/01,2.0343,-1.40%,8/7/02,1.0259,-0.88%
9/5/01,47.15,0.00%,9/5/01,8.277,0.00%,9/21/01,2.0632,1.63%,8/6/02,1.035,1.45%
9/4/01,47.15,0.00%,9/4/01,8.2768,0.00%,9/20/01,2.0302,0.16%,8/5/02,1.0202,0.68%
9/3/01,47.15,0.06%,9/3/01,8.277,0.00%,9/19/01,2.027,0.73%,8/2/02,1.0133,-0.27%
8/31/01,47.12,-0.02%,8/31/01,8.2769,0.00%,9/18/01,2.0123,1.11%,8/1/02,1.016,-0.67%
8/30/01,47.13,0.04%,8/30/01,8.2767,0.00%,9/17/01,1.9903,2.49%,7/31/02,1.0229,0.53%
8/29/01,47.11,-0.06%,8/29/01,8.2769,0.00%,9/14/01,1.942,0.29%,7/30/02,1.0175,-0.14%
